id,decile1b,decile3,lsat,ugpa,zfygpa,zgpa,fulltime,fam_inc,male,racetxt,tier,pass_bar
5115,6.00,5.00,40.00,3.00,0.11,-0.11,1.00,3.00,1.00,1,3,1
5116,1.00,2.00,37.00,3.10,-1.35,-1.20,1.00,5.00,1.00,1,3,1
5117,4.00,3.00,36.00,3.60,-0.31,-0.72,1.00,4.00,0.00,1,5,1
5118,2.00,3.00,38.00,2.60,-1.03,-0.58,1.00,4.00,1.00,1,3,1
5119,2.00,2.00,45.00,3.80,-1.13,-0.99,1.00,3.00,0.00,1,4,1
5120,7.00,9.00,38.00,3.70,0.34,1.13,1.00,4.00,0.00,1,4,1
5121,3.00,5.00,46.00,3.40,-0.69,-0.12,1.00,4.00,1.00,1,4,1
5122,7.00,5.00,34.00,3.50,0.33,-0.01,1.00,4.00,0.00,1,4,1
5123,10.00,10.00,42.00,3.10,1.42,1.64,1.00,4.00,1.00,1,4,1
5124,10.00,10.00,36.00,3.20,1.69,1.52,2.00,4.00,0.00,1,3,1
5125,2.00,3.00,30.00,2.60,-1.00,-0.64,1.00,3.00,1.00,0,4,1
5126,9.00,9.00,36.00,3.90,1.13,0.93,1.00,3.00,0.00,1,3,1
5127,5.00,2.00,33.00,2.90,0.04,-1.12,1.00,4.00,1.00,1,2,1
5128,3.00,3.00,33.00,3.10,-0.45,-0.71,1.00,3.00,0.00,0,4,0
5129,5.00,3.00,39.00,3.20,-0.08,-0.59,2.00,4.00,0.00,1,5,1
5130,5.00,5.00,48.00,3.30,0.06,-0.08,1.00,5.00,1.00,1,4,1
5131,9.00,9.00,41.00,3.80,1.16,1.16,1.00,3.00,0.00,1,4,1
5132,2.00,7.00,38.00,3.20,-0.77,0.48,1.00,3.00,1.00,1,3,1
5133,8.00,9.00,44.00,3.20,0.71,1.12,1.00,2.00,1.00,1,5,1
5134,7.00,6.00,48.00,3.30,0.51,0.06,1.00,3.00,0.00,1,6,1
5135,3.00,2.00,25.00,3.10,-0.58,-1.28,1.00,5.00,0.00,0,1,1
5136,6.00,6.00,36.00,3.20,0.17,0.08,1.00,4.00,1.00,1,4,1
5137,1.00,2.00,35.00,2.80,-1.70,-1.16,1.00,3.00,1.00,1,3,0
5138,9.00,9.00,40.00,3.30,1.13,1.21,1.00,3.00,1.00,1,3,1
5139,6.00,5.00,40.00,3.40,0.07,-0.23,1.00,4.00,0.00,1,5,1
5140,3.00,3.00,36.00,2.20,-0.69,-0.83,1.00,3.00,1.00,1,3,1
5141,5.00,7.00,39.50,3.20,0.05,0.30,1.00,3.00,0.00,1,3,1
5142,3.00,2.00,42.00,3.00,-0.62,-1.13,1.00,3.00,0.00,1,3,0
5143,6.00,7.00,30.00,3.60,0.30,0.29,1.00,4.00,0.00,1,3,1
5144,1.00,2.00,36.00,3.20,-1.56,-1.27,1.00,3.00,1.00,1,5,0
5145,8.00,9.00,44.00,2.60,0.63,0.92,1.00,3.00,1.00,1,4,1
5146,10.00,9.00,45.00,3.70,1.71,1.24,1.00,3.00,1.00,1,3,1
5147,7.00,9.00,38.00,2.70,0.35,0.94,1.00,3.00,1.00,1,5,1
5148,7.00,7.00,39.00,3.80,0.59,0.50,1.00,3.00,1.00,1,4,1
5149,7.00,6.00,40.00,2.90,0.47,0.24,1.00,4.00,1.00,1,3,1
5150,3.00,4.00,35.00,3.70,-0.74,-0.27,1.00,3.00,0.00,1,5,1
5151,7.00,4.00,38.00,3.60,0.49,-0.40,1.00,3.00,0.00,1,4,1
5152,9.00,9.00,44.00,3.40,1.06,0.88,1.00,4.00,1.00,1,4,1
5153,2.00,3.00,23.00,2.90,-0.81,-0.71,1.00,3.00,0.00,0,3,1
5154,8.00,7.00,40.00,2.00,0.84,0.41,1.00,4.00,0.00,0,1,1
5155,4.00,2.00,38.00,2.70,-0.35,-0.99,1.00,2.00,1.00,1,3,1
5156,4.00,3.00,41.00,2.40,-0.27,-0.69,1.00,5.00,0.00,1,5,1
5157,7.00,8.00,45.00,3.60,0.45,0.77,1.00,5.00,1.00,1,6,1
5158,4.00,5.00,19.50,3.40,-0.38,-0.18,1.00,4.00,1.00,1,3,1
5159,9.00,8.00,33.00,2.80,0.97,0.81,1.00,3.00,1.00,1,3,1
5160,1.00,5.00,34.00,3.30,-1.07,-0.30,1.00,5.00,0.00,1,2,0
5161,8.00,9.00,42.00,3.60,0.87,1.20,1.00,4.00,1.00,1,4,1
5162,10.00,10.00,37.00,3.60,2.21,2.40,1.00,5.00,0.00,1,3,1
5163,9.00,10.00,39.00,2.90,1.19,1.47,1.00,4.00,0.00,1,3,1
5164,2.00,6.00,33.00,2.80,-0.89,0.14,1.00,3.00,1.00,1,3,1
5165,8.00,8.00,39.00,3.20,0.65,0.55,1.00,3.00,0.00,1,3,1
5166,1.00,2.00,28.00,3.60,-1.38,-0.90,1.00,3.00,1.00,1,3,1
5167,9.00,7.00,40.00,2.60,0.93,0.42,1.00,4.00,1.00,1,3,1
5168,1.00,1.00,23.30,3.10,-1.24,-1.36,1.00,5.00,0.00,1,2,0
5169,9.00,10.00,33.00,3.60,0.89,1.57,1.00,3.00,0.00,1,3,1
5170,6.00,5.00,41.00,3.10,0.31,-0.16,1.00,4.00,0.00,1,4,1
5171,8.00,9.00,40.00,3.80,0.85,1.06,1.00,5.00,1.00,1,6,1
5172,2.00,3.00,31.00,3.00,-1.07,-0.59,1.00,4.00,1.00,1,3,1
5173,8.00,7.00,40.00,4.00,0.86,0.42,1.00,2.00,0.00,1,4,1
5174,2.00,3.00,38.00,3.30,-0.90,-0.79,1.00,2.00,1.00,1,3,1
5175,1.00,2.00,29.00,2.70,-1.03,-1.21,1.00,2.00,1.00,0,1,0
5176,3.00,6.00,31.00,3.60,-0.48,0.03,1.00,2.00,0.00,1,3,1
5177,3.00,4.00,38.00,3.80,-0.51,-0.29,1.00,5.00,1.00,1,3,1
5178,3.00,3.00,41.00,2.30,-0.47,-0.91,1.00,5.00,1.00,1,2,1
5179,8.00,7.00,44.00,3.60,0.71,0.39,1.00,4.00,0.00,1,6,1
5180,5.00,6.00,39.00,3.80,0.08,0.19,1.00,4.00,0.00,1,4,1
5181,7.00,8.00,31.50,2.90,0.33,0.79,1.00,3.00,0.00,1,3,1
5182,2.00,5.00,37.00,3.40,-0.92,-0.16,1.00,4.00,0.00,1,3,1
5183,5.00,6.00,37.00,3.40,0.06,0.06,1.00,4.00,1.00,1,4,1
5184,9.00,7.00,43.00,3.30,1.20,0.34,1.00,4.00,0.00,1,4,1
5185,5.00,5.00,36.00,3.00,-0.01,-0.07,1.00,3.00,1.00,1,3,1
5186,3.00,5.00,32.50,2.90,-0.55,-0.22,1.00,4.00,0.00,1,5,1
5187,6.00,6.00,36.00,2.90,0.10,0.04,2.00,3.00,0.00,1,3,1
5188,3.00,6.00,36.00,3.30,-0.48,0.09,1.00,3.00,0.00,1,3,1
5189,1.00,4.00,38.00,3.20,-1.46,-0.48,1.00,3.00,1.00,1,5,1
5190,5.00,6.00,33.00,2.60,-0.10,0.15,1.00,5.00,1.00,1,2,1
5191,5.00,5.00,36.00,2.50,0.03,-0.15,1.00,4.00,1.00,1,3,1
5192,2.00,1.00,30.00,3.20,-0.84,-2.02,1.00,2.00,1.00,1,4,0
5193,2.00,2.00,34.00,3.20,-0.81,-0.86,1.00,3.00,0.00,0,5,1
5194,9.00,7.00,46.00,3.70,1.23,0.44,1.00,5.00,1.00,1,5,1
5195,6.00,3.00,37.00,3.30,0.11,-0.65,1.00,3.00,0.00,1,3,1
5196,9.00,9.00,32.50,3.70,0.91,0.95,1.00,4.00,0.00,1,3,1
5197,3.00,3.00,45.00,3.50,-0.49,-0.53,1.00,4.00,1.00,1,6,1
5198,8.00,9.00,39.00,2.90,0.89,1.24,1.00,3.00,0.00,1,4,1
5199,9.00,8.00,42.00,3.70,1.16,0.67,1.00,4.00,0.00,1,6,1
5200,2.00,3.00,39.00,3.50,-0.90,-0.88,1.00,3.00,0.00,1,3,1
5201,7.00,7.00,37.00,2.90,0.49,0.39,1.00,4.00,0.00,1,4,1
5202,4.00,3.00,34.00,2.90,-0.36,-0.64,1.00,2.00,1.00,1,2,1
5203,10.00,10.00,44.00,3.80,1.60,1.55,1.00,3.00,0.00,1,6,1
5204,8.00,8.00,40.00,3.10,0.70,0.83,1.00,3.00,1.00,1,3,1
5205,2.00,2.00,31.50,3.10,-0.93,-1.18,1.00,4.00,0.00,1,6,0
5206,1.00,1.00,35.50,3.10,-1.87,-2.36,1.00,4.00,1.00,1,3,0
5207,4.00,4.00,42.00,3.70,-0.27,-0.26,1.00,5.00,0.00,1,5,1
5208,6.00,6.00,40.00,3.40,0.17,0.23,1.00,4.00,0.00,1,5,1
5209,9.00,10.00,36.00,3.20,1.11,1.69,1.00,3.00,1.00,1,3,1
5210,10.00,10.00,44.00,2.10,2.11,1.93,1.00,5.00,1.00,1,3,1
5211,1.00,1.00,41.00,3.40,-2.16,-2.13,1.00,3.00,0.00,1,4,1
5212,10.00,9.00,40.00,3.50,1.39,1.12,1.00,4.00,1.00,1,4,1
5213,2.00,1.00,30.00,3.80,-0.96,-1.52,1.00,3.00,0.00,0,4,0
5214,8.00,10.00,42.00,3.70,0.85,1.44,1.00,3.00,1.00,1,4,1
5215,3.00,6.00,35.00,3.00,-0.45,0.13,1.00,3.00,0.00,1,3,1
5216,8.00,10.00,35.00,3.00,0.84,1.54,1.00,2.00,0.00,1,3,1
5217,2.00,2.00,35.00,3.60,-0.77,-0.91,1.00,3.00,1.00,1,4,1
5218,9.00,9.00,44.00,3.30,1.02,0.92,1.00,4.00,0.00,1,4,1
5219,8.00,9.00,40.00,3.20,0.70,1.17,1.00,3.00,1.00,1,3,1
5220,3.00,6.00,30.50,3.50,-0.50,0.24,1.00,4.00,1.00,1,4,1
5221,2.00,2.00,42.00,3.10,-1.05,-1.15,2.00,3.00,1.00,1,4,1
5222,7.00,9.00,43.00,3.70,0.54,1.20,1.00,3.00,0.00,1,3,1
5223,8.00,5.00,36.00,3.70,0.71,-0.01,1.00,4.00,0.00,1,4,1
5224,10.00,5.00,39.00,2.30,1.47,0.02,2.00,4.00,0.00,1,5,1
5225,5.00,4.00,45.00,3.60,-0.12,-0.25,1.00,2.00,0.00,1,5,1
5226,2.00,3.00,40.00,3.30,-0.98,-0.73,1.00,3.00,0.00,1,4,1
5227,2.00,4.00,40.00,3.30,-0.73,-0.48,1.00,2.00,1.00,1,4,1
5228,7.00,6.00,38.00,3.00,0.47,0.13,1.00,4.00,0.00,1,3,1
5229,2.00,4.00,39.00,3.60,-0.80,-0.40,2.00,3.00,0.00,1,4,1
5230,3.00,2.00,32.00,2.90,-0.47,-1.16,1.00,4.00,1.00,1,4,1
5231,2.00,4.00,38.00,3.50,-0.79,-0.52,1.00,3.00,1.00,1,4,1
5232,10.00,10.00,40.00,3.80,1.73,1.63,1.00,3.00,1.00,1,2,1
5233,5.00,8.00,43.00,3.30,0.01,0.83,1.00,4.00,0.00,1,5,1
5234,5.00,4.00,33.00,2.80,0.00,-0.42,1.00,5.00,1.00,1,3,1
5235,6.00,4.00,37.00,3.40,0.12,-0.47,1.00,3.00,0.00,1,5,1
5236,3.00,4.00,38.50,2.60,-0.69,-0.39,1.00,3.00,0.00,1,3,1
5237,4.00,6.00,43.00,3.60,-0.43,0.17,1.00,3.00,1.00,1,5,1
5238,5.00,8.00,41.00,3.20,-0.02,0.65,1.00,5.00,1.00,1,3,1
5239,5.00,6.00,40.00,3.30,-0.13,0.20,1.00,3.00,0.00,1,5,1
5240,2.00,2.00,39.00,2.90,-0.98,-0.96,1.00,3.00,1.00,0,6,1
5241,5.00,5.00,38.00,3.30,0.03,-0.05,1.00,3.00,0.00,1,4,1
5242,7.00,7.00,37.00,3.20,0.46,0.55,1.00,3.00,0.00,1,4,1
5243,9.00,9.00,39.00,2.70,1.26,1.29,1.00,5.00,1.00,1,3,1
5244,4.00,4.00,26.00,2.70,-0.10,-0.50,1.00,2.00,1.00,0,1,0
5245,7.00,5.00,34.00,3.40,0.61,-0.09,1.00,2.00,1.00,1,4,1
5246,6.00,4.00,36.00,2.70,0.21,-0.26,1.00,4.00,0.00,1,4,1
5247,4.00,3.00,47.00,3.70,-0.32,-0.67,1.00,4.00,1.00,1,6,1
5248,7.00,4.00,36.00,2.90,0.56,-0.35,2.00,3.00,1.00,1,3,1
5249,1.00,1.00,37.00,3.70,-1.92,-1.77,1.00,4.00,1.00,1,4,0
5250,5.00,3.00,34.00,3.50,-0.05,-0.56,1.00,3.00,1.00,1,4,1
5251,9.00,9.00,36.00,3.10,0.89,0.93,1.00,4.00,1.00,1,3,1
5252,2.00,2.00,39.00,3.40,-0.92,-0.88,1.00,4.00,0.00,1,4,1
5253,8.00,6.00,36.00,3.10,0.79,0.00,2.00,2.00,0.00,1,3,1
5254,7.00,8.00,45.00,2.90,0.46,0.62,1.00,4.00,1.00,1,4,1
5255,9.00,9.00,40.00,2.90,0.90,1.10,1.00,3.00,1.00,1,3,1
5256,2.00,2.00,37.50,3.30,-0.90,-1.20,1.00,5.00,1.00,1,4,0
5257,6.00,7.00,42.00,3.30,0.14,0.47,1.00,4.00,0.00,1,3,1
5258,4.00,5.00,44.00,3.00,-0.28,-0.04,1.00,4.00,1.00,1,4,1
5259,10.00,10.00,46.00,3.80,1.44,1.44,1.00,4.00,1.00,1,3,1
5260,10.00,10.00,43.00,3.40,1.96,2.06,1.00,3.00,0.00,1,5,1
5261,9.00,10.00,38.00,3.20,1.10,1.45,1.00,3.00,1.00,1,3,1
5262,4.00,5.00,34.00,3.90,-0.23,-0.04,1.00,2.00,1.00,1,4,1
5263,9.00,9.00,36.00,3.60,1.18,1.03,1.00,4.00,1.00,1,3,1
5264,7.00,8.00,37.00,3.00,0.40,0.70,1.00,4.00,0.00,1,4,1
5265,10.00,10.00,48.00,3.50,1.89,1.30,1.00,4.00,1.00,1,4,1
5266,5.00,6.00,34.00,3.40,-0.13,0.07,1.00,4.00,0.00,1,3,1
5267,7.00,7.00,37.00,3.20,0.42,0.31,1.00,3.00,1.00,1,4,1
5268,3.00,2.00,36.00,3.60,-0.61,-1.32,1.00,3.00,0.00,1,4,1
5269,1.00,2.00,37.00,3.50,-1.49,-1.25,1.00,5.00,1.00,1,3,0
5270,9.00,8.00,40.00,3.60,0.97,0.67,1.00,4.00,1.00,1,4,1
5271,8.00,9.00,29.00,3.40,0.78,0.94,1.00,3.00,1.00,1,1,1
5272,6.00,8.00,28.00,3.20,0.26,0.81,1.00,4.00,1.00,1,2,1
5273,5.00,4.00,47.00,2.80,-0.14,-0.28,1.00,3.00,1.00,1,5,1
5274,9.00,9.00,25.00,3.50,1.15,0.93,1.00,4.00,0.00,1,3,1
5275,10.00,7.00,42.00,2.70,1.43,0.42,1.00,4.00,1.00,1,3,1
5276,8.00,7.00,40.00,2.90,0.76,0.37,2.00,3.00,1.00,1,4,1
5277,10.00,10.00,35.00,3.30,1.88,2.09,1.00,4.00,0.00,1,2,1
5278,7.00,3.00,29.00,2.90,0.46,-0.67,1.00,4.00,1.00,1,3,1
5279,9.00,7.00,45.00,3.80,1.09,0.42,1.00,4.00,0.00,1,4,1
5280,9.00,8.00,33.00,2.50,0.98,0.86,1.00,5.00,0.00,1,3,1
5281,1.00,2.00,30.00,3.20,-1.23,-1.16,1.00,2.00,0.00,0,4,1
5282,8.00,8.00,38.00,3.50,0.84,0.61,1.00,4.00,1.00,1,3,1
5283,10.00,9.00,40.00,3.20,1.38,1.08,1.00,5.00,1.00,1,5,1
5284,10.00,8.00,39.00,3.40,1.29,0.82,1.00,4.00,1.00,1,5,1
5285,8.00,9.00,34.00,3.50,0.78,1.15,2.00,4.00,1.00,1,2,1
5286,8.00,9.00,38.00,3.00,0.67,1.00,1.00,4.00,0.00,1,5,1
5287,8.00,8.00,36.00,3.20,0.68,0.76,1.00,3.00,1.00,1,3,1
5288,10.00,10.00,37.00,3.10,1.58,1.42,1.00,4.00,1.00,1,3,1
5289,1.00,1.00,28.00,3.00,-1.85,-2.15,1.00,4.00,1.00,0,4,1
5290,9.00,10.00,34.00,3.30,1.22,1.48,1.00,3.00,1.00,1,3,1
5291,1.00,3.00,34.50,2.50,-1.30,-0.73,1.00,4.00,0.00,0,3,0
5292,1.00,1.00,31.00,3.30,-1.30,-1.68,1.00,3.00,1.00,0,5,1
5293,7.00,7.00,36.00,2.90,0.36,0.46,2.00,3.00,0.00,1,3,1
5294,10.00,10.00,45.00,3.60,2.05,1.59,1.00,5.00,1.00,1,6,1
5295,8.00,6.00,33.00,3.20,0.56,0.01,1.00,4.00,1.00,1,3,1
5296,10.00,9.00,34.00,2.70,1.76,1.15,1.00,5.00,0.00,1,2,1
5297,7.00,9.00,42.00,3.40,0.48,1.22,1.00,4.00,0.00,1,4,1
5298,7.00,6.00,37.00,3.00,0.34,0.13,1.00,3.00,1.00,1,3,1
5299,1.00,1.00,39.50,3.40,-1.30,-1.43,1.00,5.00,0.00,1,5,1
5300,5.00,4.00,32.50,2.70,-0.17,-0.55,1.00,3.00,0.00,1,2,0
5301,3.00,4.00,38.00,3.10,-0.55,-0.38,1.00,5.00,1.00,1,4,1
5302,8.00,7.00,35.00,3.10,0.83,0.36,1.00,4.00,1.00,1,3,1
5303,6.00,5.00,32.50,3.50,0.28,-0.20,1.00,4.00,1.00,1,3,1
5304,6.00,6.00,39.00,3.10,0.14,0.10,1.00,3.00,1.00,1,4,1
5305,10.00,10.00,36.00,2.70,1.34,1.79,1.00,3.00,0.00,1,3,1
5306,9.00,9.00,38.00,3.60,1.22,1.16,1.00,3.00,0.00,1,3,1
5307,10.00,10.00,45.00,3.60,1.78,1.71,1.00,4.00,0.00,1,3,1
5308,1.00,3.00,35.00,3.50,-1.41,-0.84,1.00,4.00,0.00,1,4,0
5309,8.00,7.00,44.00,3.80,0.74,0.52,1.00,4.00,1.00,1,5,1
5310,10.00,9.00,38.00,3.00,1.35,1.14,2.00,3.00,1.00,1,3,1
5311,6.00,7.00,39.00,3.70,0.33,0.35,1.00,2.00,1.00,1,6,1
5312,4.00,1.00,39.00,3.60,-0.34,-1.43,1.00,2.00,0.00,1,3,0
5313,6.00,5.00,37.00,3.20,0.14,-0.07,1.00,3.00,1.00,1,6,1
5314,2.00,1.00,20.00,2.50,-0.80,-1.39,1.00,3.00,0.00,0,3,0
5315,10.00,10.00,42.00,3.00,2.36,2.74,1.00,4.00,1.00,1,3,1
5316,7.00,8.00,41.00,3.40,0.46,0.76,1.00,4.00,0.00,1,5,1
5317,1.00,1.00,40.00,3.00,-1.53,-2.10,1.00,4.00,1.00,1,4,0
5318,2.00,2.00,37.00,3.00,-0.89,-1.19,1.00,2.00,1.00,1,3,1
5319,4.00,4.00,38.00,3.40,-0.30,-0.47,1.00,4.00,1.00,1,4,1
5320,9.00,6.00,44.00,3.70,1.01,0.12,1.00,5.00,1.00,1,5,1
5321,10.00,10.00,41.00,3.60,1.50,1.88,1.00,3.00,0.00,1,2,1
5322,1.00,2.00,36.50,3.00,-1.54,-0.89,2.00,3.00,1.00,1,5,1
5323,1.00,1.00,29.50,3.10,-1.28,-1.35,1.00,4.00,0.00,1,3,1
5324,6.00,7.00,35.00,3.10,0.14,0.40,1.00,4.00,0.00,1,3,1
5325,8.00,8.00,38.00,3.70,0.81,0.71,1.00,3.00,0.00,1,3,1
5326,8.00,4.00,40.00,3.60,0.79,-0.44,1.00,3.00,0.00,1,4,1
5327,5.00,8.00,34.50,3.10,0.05,0.68,1.00,2.00,1.00,1,3,1
5328,5.00,5.00,44.00,3.20,-0.14,-0.10,1.00,4.00,1.00,1,5,1
5329,10.00,10.00,42.00,3.60,1.54,1.31,1.00,3.00,1.00,1,5,1
5330,5.00,6.00,42.00,3.30,-0.08,0.18,1.00,4.00,0.00,1,4,1
5331,10.00,10.00,43.00,2.80,1.46,1.47,1.00,4.00,0.00,1,4,1
5332,2.00,1.00,28.00,3.60,-1.03,-1.44,1.00,3.00,0.00,1,4,1
5333,2.00,2.00,33.00,2.60,-0.86,-1.11,1.00,3.00,0.00,1,4,1
5334,10.00,10.00,42.00,3.80,2.08,1.90,1.00,4.00,0.00,1,6,1
5335,3.00,4.00,39.00,3.20,-0.67,-0.48,1.00,4.00,0.00,1,3,1
5336,1.00,2.00,41.00,3.10,-1.76,-1.17,1.00,3.00,1.00,1,4,1
5337,1.00,3.00,35.00,3.70,-1.35,-0.67,1.00,4.00,0.00,1,4,1
5338,8.00,5.00,47.00,3.00,0.78,0.00,1.00,4.00,0.00,1,5,1
5339,2.00,2.00,31.50,2.60,-0.75,-1.26,1.00,4.00,1.00,0,4,0
5340,5.00,3.00,34.50,3.00,-0.03,-0.64,1.00,2.00,1.00,1,3,1
5341,10.00,10.00,41.00,3.70,1.54,1.69,1.00,3.00,1.00,1,4,1
5342,9.00,10.00,40.00,3.00,1.25,1.53,1.00,4.00,1.00,1,4,1
5343,7.00,6.00,39.00,3.50,0.53,0.07,1.00,3.00,0.00,1,4,1
5344,6.00,5.00,37.00,3.10,0.09,-0.09,1.00,3.00,1.00,1,4,1
5345,4.00,5.00,29.30,3.10,-0.21,-0.19,1.00,4.00,0.00,1,3,1
5346,10.00,10.00,37.00,3.00,2.28,2.64,1.00,4.00,1.00,1,2,1
5347,8.00,8.00,46.00,3.60,0.66,0.61,1.00,4.00,1.00,1,5,1
5348,6.00,6.00,31.00,3.70,0.24,0.08,1.00,3.00,1.00,1,3,1
5349,4.00,6.00,34.00,2.90,-0.17,0.06,1.00,4.00,1.00,1,3,1
5350,6.00,2.00,29.50,2.70,0.05,-1.00,2.00,3.00,1.00,1,2,1
5351,6.00,8.00,47.00,3.30,0.24,0.73,1.00,3.00,1.00,1,6,1
5352,8.00,3.00,39.00,3.10,0.63,-0.64,1.00,3.00,1.00,1,3,0
5353,9.00,7.00,36.00,2.70,0.86,0.44,1.00,5.00,1.00,1,2,1
5354,5.00,7.00,32.00,3.50,-0.13,0.49,1.00,4.00,0.00,1,3,1
5355,4.00,3.00,34.00,3.30,-0.33,-0.61,1.00,3.00,1.00,1,4,1
5356,6.00,3.00,33.00,2.40,0.12,-0.76,1.00,4.00,1.00,1,2,1
5357,2.00,1.00,38.00,2.90,-1.03,-1.94,1.00,4.00,1.00,1,4,0
5358,6.00,4.00,35.00,3.00,0.17,-0.31,1.00,3.00,0.00,1,3,1
5359,9.00,7.00,39.00,3.20,0.94,0.27,1.00,3.00,0.00,1,3,1
5360,8.00,8.00,26.00,3.50,0.72,0.70,1.00,3.00,1.00,1,3,1
5361,4.00,5.00,27.00,3.20,-0.37,-0.13,1.00,3.00,1.00,1,3,1
5362,9.00,9.00,43.00,3.20,1.05,1.07,1.00,4.00,0.00,1,3,1
5363,8.00,8.00,32.00,2.50,0.69,0.65,1.00,3.00,1.00,1,2,1
5364,8.00,9.00,40.00,3.60,0.65,1.07,1.00,4.00,0.00,1,3,1
5365,7.00,6.00,40.00,3.70,0.55,0.03,1.00,4.00,1.00,1,6,1
5366,7.00,8.00,40.00,3.40,0.55,0.73,1.00,4.00,1.00,1,4,1
5367,6.00,9.00,41.00,2.50,0.12,1.15,1.00,3.00,1.00,1,4,1
5368,1.00,2.00,40.00,3.50,-1.20,-1.09,1.00,4.00,1.00,1,3,1
5369,10.00,9.00,38.00,3.90,1.69,1.29,1.00,4.00,1.00,1,3,1
5370,1.00,1.00,43.00,2.50,-1.60,-1.85,1.00,5.00,1.00,1,3,1
5371,3.00,4.00,34.70,2.70,-0.53,-0.47,1.00,4.00,0.00,1,3,1
5372,9.00,7.00,40.00,3.30,1.20,0.32,1.00,3.00,0.00,1,3,1
5373,7.00,9.00,35.00,3.80,0.56,1.10,1.00,3.00,0.00,1,5,1
5374,1.00,2.00,36.00,2.70,-1.79,-1.13,1.00,3.00,1.00,1,3,1
5375,10.00,10.00,34.00,2.70,1.59,2.37,1.00,2.00,0.00,1,1,1
5376,4.00,3.00,37.50,2.70,-0.28,-0.64,2.00,4.00,0.00,1,3,0
5377,9.00,10.00,38.00,3.30,1.21,1.93,1.00,3.00,0.00,1,3,1
5378,3.00,4.00,28.00,3.70,-0.44,-0.35,1.00,2.00,0.00,1,3,1
5379,3.00,3.00,33.00,3.20,-0.65,-0.72,2.00,4.00,0.00,1,3,1
5380,3.00,3.00,37.00,3.50,-0.49,-0.60,1.00,2.00,1.00,1,4,1
5381,3.00,2.00,37.00,3.60,-0.51,-0.99,1.00,3.00,1.00,1,4,0
5382,10.00,9.00,39.00,3.60,1.30,1.13,1.00,4.00,0.00,1,3,1
5383,7.00,8.00,37.00,3.20,0.44,0.67,1.00,4.00,1.00,1,3,1
5384,10.00,9.00,27.00,3.30,1.50,1.29,1.00,3.00,1.00,1,3,1
5385,2.00,2.00,38.00,3.80,-1.00,-0.90,1.00,1.00,1.00,1,4,1
5386,6.00,5.00,36.00,2.90,0.19,-0.10,1.00,3.00,0.00,1,3,1
5387,7.00,8.00,40.00,3.80,0.52,0.81,1.00,4.00,1.00,1,4,1
5388,9.00,8.00,28.30,3.30,1.02,0.71,1.00,4.00,0.00,1,3,1
5389,4.00,6.00,39.00,3.70,-0.27,0.04,1.00,4.00,1.00,1,5,1
5390,3.00,2.00,41.00,3.20,-0.75,-1.03,1.00,3.00,1.00,1,5,1
5391,7.00,6.00,39.00,3.60,0.56,0.19,1.00,4.00,0.00,1,5,1
5392,9.00,9.00,48.00,3.50,1.25,0.93,1.00,3.00,1.00,1,4,1
5393,4.00,3.00,35.00,3.60,-0.42,-0.87,1.00,4.00,0.00,1,3,1
5394,5.00,5.00,39.00,3.50,-0.02,0.01,1.00,5.00,1.00,1,4,1
5395,4.00,5.00,48.00,3.20,-0.37,-0.23,1.00,4.00,1.00,1,5,1
5396,10.00,10.00,32.00,3.10,1.98,1.84,1.00,4.00,0.00,1,3,1
5397,6.00,3.00,37.00,3.10,0.19,-0.62,1.00,4.00,1.00,1,3,1
5398,4.00,3.00,36.00,3.30,-0.35,-0.85,1.00,4.00,0.00,1,4,1
5399,10.00,10.00,44.00,2.90,1.96,2.62,2.00,3.00,1.00,1,3,1
5400,1.00,1.00,39.00,3.10,-1.14,-1.37,1.00,3.00,0.00,1,2,1
5401,4.00,3.00,41.00,2.80,-0.37,-0.76,1.00,3.00,1.00,1,4,1
5402,10.00,10.00,42.00,3.50,1.78,2.14,1.00,4.00,1.00,1,6,1
5403,2.00,2.00,38.00,3.00,-0.79,-1.09,1.00,4.00,1.00,1,4,1
5404,8.00,5.00,47.00,3.10,0.76,-0.18,1.00,4.00,1.00,1,4,1
5405,6.00,7.00,38.00,3.00,0.10,0.47,1.00,3.00,0.00,1,4,1
5406,10.00,10.00,37.00,4.00,1.88,1.74,1.00,3.00,0.00,1,3,1
5407,5.00,5.00,40.00,3.40,-0.07,-0.11,1.00,3.00,1.00,1,3,1
5408,9.00,10.00,34.00,2.60,1.05,1.35,2.00,3.00,1.00,1,3,1
5409,3.00,7.00,37.00,3.40,-0.51,0.34,2.00,3.00,0.00,1,4,1
5410,7.00,10.00,44.00,2.70,0.43,2.14,1.00,5.00,1.00,1,5,1
5411,10.00,10.00,43.00,3.10,1.83,1.32,1.00,3.00,1.00,1,6,1
5412,6.00,4.00,32.00,3.10,0.28,-0.43,2.00,3.00,0.00,1,3,1
5413,6.00,7.00,38.00,3.60,0.26,0.53,1.00,4.00,0.00,1,6,1
5414,5.00,6.00,38.00,3.70,-0.14,0.21,1.00,4.00,0.00,1,4,1
5415,9.00,10.00,38.00,3.00,1.30,1.76,1.00,3.00,1.00,1,4,1
5416,10.00,10.00,40.00,3.60,1.57,1.60,1.00,3.00,1.00,1,4,1
5417,4.00,3.00,36.00,3.70,-0.34,-0.64,1.00,4.00,1.00,1,4,1
5418,10.00,9.00,40.00,3.40,1.37,1.26,1.00,5.00,1.00,1,4,1
